player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Concussion
Jaromír Jágr (RW),Pittsburgh Penguins,81,52,69,121,1.49,42,19,https://www.eliteprospects.com/player/8627/jaromir-jagr,2000-01,nhl,Jaromír Jágr ,RW,FW,0,0
Joe Sakic (C),Colorado Avalanche,82,54,64,118,1.44,30,45,https://www.eliteprospects.com/player/8862/joe-sakic,2000-01,nhl,Joe Sakic ,C,FW,0,0
Patrik Elias (LW),New Jersey Devils,82,40,56,96,1.17,51,45,https://www.eliteprospects.com/player/8698/patrik-elias,2000-01,nhl,Patrik Elias ,LW,FW,0,0
Alexei Kovalev (RW),Pittsburgh Penguins,79,44,51,95,1.20,96,12,https://www.eliteprospects.com/player/8670/alexei-kovalev,2000-01,nhl,Alexei Kovalev ,RW,FW,0,0
Jason Allison (C),Boston Bruins,82,36,59,95,1.16,85,-8,https://www.eliteprospects.com/player/9064/jason-allison,2000-01,nhl,Jason Allison ,C,FW,0,0
Martin Straka (C),Pittsburgh Penguins,82,27,68,95,1.16,38,19,https://www.eliteprospects.com/player/8689/martin-straka,2000-01,nhl,Martin Straka ,C,FW,0,0
Pavel Bure (RW),Florida Panthers,82,59,33,92,1.12,58,-2,https://www.eliteprospects.com/player/16140/pavel-bure,2000-01,nhl,Pavel Bure ,RW,FW,0,0
Doug Weight (C),Edmonton Oilers,82,25,65,90,1.10,91,12,https://www.eliteprospects.com/player/8733/doug-weight,2000-01,nhl,Doug Weight ,C,FW,0,0
Zigmund Pálffy (RW),Los Angeles Kings,73,38,51,89,1.22,20,22,https://www.eliteprospects.com/player/12627/zigmund-palffy,2000-01,nhl,Zigmund Pálffy ,RW,FW,0,0
Peter Forsberg (C),Colorado Avalanche,73,27,62,89,1.22,54,23,https://www.eliteprospects.com/player/710/peter-forsberg,2000-01,nhl,Peter Forsberg ,C,FW,0,0
Alexei Yashin (C),Ottawa Senators,82,40,48,88,1.07,30,10,https://www.eliteprospects.com/player/8695/alexei-yashin,2000-01,nhl,Alexei Yashin ,C,FW,0,0
Luc Robitaille (LW),Los Angeles Kings,82,37,51,88,1.07,66,10,https://www.eliteprospects.com/player/21334/luc-robitaille,2000-01,nhl,Luc Robitaille ,LW,FW,0,0
Bill Guerin (RW),totals,85,40,45,85,1.00,140,7,https://www.eliteprospects.com/player/9053/bill-guerin,2000-01,nhl,Bill Guerin ,RW,FW,0,0
Mike Modano (C),Dallas Stars,81,33,51,84,1.04,52,26,https://www.eliteprospects.com/player/8965/mike-modano,2000-01,nhl,Mike Modano ,C,FW,0,0
Alexander Mogilny (RW),New Jersey Devils,75,43,40,83,1.11,43,10,https://www.eliteprospects.com/player/21327/alexander-mogilny,2000-01,nhl,Alexander Mogilny ,RW,FW,0,0
Pierre Turgeon (C),St. Louis Blues,79,30,52,82,1.04,37,14,https://www.eliteprospects.com/player/8860/pierre-turgeon,2000-01,nhl,Pierre Turgeon ,C,FW,0,0
Adam Oates (C),Washington Capitals,81,13,69,82,1.01,28,9,https://www.eliteprospects.com/player/21367/adam-oates,2000-01,nhl,Adam Oates ,C,FW,0,0
Peter Bondra (RW),Washington Capitals,82,45,36,81,0.99,60,8,https://www.eliteprospects.com/player/8553/peter-bondra,2000-01,nhl,Peter Bondra ,RW,FW,0,0
Petr Sýkora (RW),New Jersey Devils,73,35,46,81,1.11,32,36,https://www.eliteprospects.com/player/8692/petr-sykora,2000-01,nhl,Petr Sýkora ,RW,FW,0,0
Robert Lang (C),Pittsburgh Penguins,82,32,48,80,0.98,28,20,https://www.eliteprospects.com/player/8617/robert-lang,2000-01,nhl,Robert Lang ,C,FW,0,0
Milan Hejduk (RW),Colorado Avalanche,80,41,38,79,0.99,36,32,https://www.eliteprospects.com/player/8603/milan-hejduk,2000-01,nhl,Milan Hejduk ,RW,FW,0,0
Brett Hull (RW),Dallas Stars,79,39,40,79,1.00,18,10,https://www.eliteprospects.com/player/21341/brett-hull,2000-01,nhl,Brett Hull ,RW,FW,0,0
Keith Tkachuk (LW),totals,76,35,44,79,1.04,122,3,https://www.eliteprospects.com/player/8856/keith-tkachuk,2000-01,nhl,Keith Tkachuk ,LW,FW,0,0
Donald Audette (RW),totals,76,34,45,79,1.04,76,-2,https://www.eliteprospects.com/player/52329/donald-audette,2000-01,nhl,Donald Audette ,RW,FW,0,0
Brian Leetch (D),New York Rangers,82,21,58,79,0.96,34,-18,https://www.eliteprospects.com/player/8994/brian-leetch,2000-01,nhl,Brian Leetch ,D,DEF,0,0
Petr Nedved (C),New York Rangers,79,32,46,78,0.99,54,10,https://www.eliteprospects.com/player/8684/petr-nedved,2000-01,nhl,Petr Nedved ,C,FW,0,0
Mark Recchi (RW),Philadelphia Flyers,69,27,50,77,1.12,33,15,https://www.eliteprospects.com/player/8869/mark-recchi,2000-01,nhl,Mark Recchi ,RW,FW,0,0
Alex Tanguay (LW),Colorado Avalanche,82,27,50,77,0.94,37,35,https://www.eliteprospects.com/player/8779/alex-tanguay,2000-01,nhl,Alex Tanguay ,LW,FW,0,0
Mario Lemieux (C),Pittsburgh Penguins,43,35,41,76,1.77,18,15,https://www.eliteprospects.com/player/9679/mario-lemieux,2000-01,nhl,Mario Lemieux ,C,FW,0,0
Brendan Shanahan (LW),Detroit Red Wings,81,31,45,76,0.94,81,9,https://www.eliteprospects.com/player/8693/brendan-shanahan,2000-01,nhl,Brendan Shanahan ,LW,FW,0,0
Jeremy Roenick (C),Phoenix Coyotes,80,30,46,76,0.95,114,-1,https://www.eliteprospects.com/player/8929/jeremy-roenick,2000-01,nhl,Jeremy Roenick ,C,FW,0,0
Ray Ferraro (C),Atlanta Thrashers,81,29,47,76,0.94,91,-11,https://www.eliteprospects.com/player/13938/ray-ferraro,2000-01,nhl,Ray Ferraro ,C,FW,0,0
Markus Näslund (LW),Vancouver Canucks,72,41,34,75,1.04,58,-2,https://www.eliteprospects.com/player/697/markus-naslund,2000-01,nhl,Markus Näslund ,LW,FW,0,0
Steve Sullivan (LW),Chicago Blackhawks,81,34,41,75,0.93,54,3,https://www.eliteprospects.com/player/8896/steve-sullivan,2000-01,nhl,Steve Sullivan ,LW,FW,0,0
Marián Hossa (RW),Ottawa Senators,81,32,43,75,0.93,44,19,https://www.eliteprospects.com/player/4720/marian-hossa,2000-01,nhl,Marián Hossa ,RW,FW,0,0
Sergei Samsonov (LW),Boston Bruins,82,29,46,75,0.91,18,6,https://www.eliteprospects.com/player/8667/sergei-samsonov,2000-01,nhl,Sergei Samsonov ,LW,FW,0,0
Theo Fleury (RW),New York Rangers,62,30,44,74,1.19,122,0,https://www.eliteprospects.com/player/21306/theo-fleury,2000-01,nhl,Theo Fleury ,RW,FW,0,0
Mats Sundin (C),Toronto Maple Leafs,82,28,46,74,0.90,76,15,https://www.eliteprospects.com/player/467/mats-sundin,2000-01,nhl,Mats Sundin ,C,FW,0,0
Scott Young (RW),St. Louis Blues,81,40,33,73,0.90,30,30,https://www.eliteprospects.com/player/8797/scott-young,2000-01,nhl,Scott Young ,RW,FW,0,0
Keith Primeau (C),Philadelphia Flyers,71,34,39,73,1.03,76,17,https://www.eliteprospects.com/player/8863/keith-primeau,2000-01,nhl,Keith Primeau ,C,FW,0,0
Teemu Selänne (RW),totals,73,33,39,72,0.99,36,-7,https://www.eliteprospects.com/player/2683/teemu-selanne,2000-01,nhl,Teemu Selänne ,RW,FW,0,0
Shawn McEachern (LW),Ottawa Senators,82,32,40,72,0.88,62,10,https://www.eliteprospects.com/player/5675/shawn-mceachern,2000-01,nhl,Shawn McEachern ,LW,FW,0,0
Joe Thornton (C),Boston Bruins,72,37,34,71,0.99,107,-4,https://www.eliteprospects.com/player/3670/joe-thornton,2000-01,nhl,Joe Thornton ,C,FW,0,0
Jarome Iginla (RW),Calgary Flames,77,31,40,71,0.92,62,-2,https://www.eliteprospects.com/player/9036/jarome-iginla,2000-01,nhl,Jarome Iginla ,RW,FW,0,0
Nicklas Lidström (D),Detroit Red Wings,82,15,56,71,0.87,18,9,https://www.eliteprospects.com/player/722/nicklas-lidstrom,2000-01,nhl,Nicklas Lidström ,D,DEF,0,0
Ryan Smyth (LW),Edmonton Oilers,82,31,39,70,0.85,58,10,https://www.eliteprospects.com/player/8888/ryan-smyth,2000-01,nhl,Ryan Smyth ,LW,FW,0,0
Daniel Alfredsson (RW),Ottawa Senators,68,24,46,70,1.03,30,11,https://www.eliteprospects.com/player/702/daniel-alfredsson,2000-01,nhl,Daniel Alfredsson ,RW,FW,0,0
Sergei Fedorov (C),Detroit Red Wings,75,32,37,69,0.92,40,12,https://www.eliteprospects.com/player/8619/sergei-fedorov,2000-01,nhl,Sergei Fedorov ,C,FW,0,0
Jeff O'Neill (RW),Carolina Hurricanes,82,41,26,67,0.82,106,-18,https://www.eliteprospects.com/player/8938/jeff-o-neill,2000-01,nhl,Jeff O'Neill ,RW,FW,0,0
Paul Kariya (LW),Mighty Ducks of Anaheim,66,33,34,67,1.02,20,-9,https://www.eliteprospects.com/player/9002/paul-kariya,2000-01,nhl,Paul Kariya ,LW,FW,0,0
Radek Dvorak (RW),New York Rangers,82,31,36,67,0.82,20,9,https://www.eliteprospects.com/player/8599/radek-dvorak,2000-01,nhl,Radek Dvorak ,RW,FW,0,0
Mark Messier (C),New York Rangers,82,24,43,67,0.82,89,-25,https://www.eliteprospects.com/player/21309/mark-messier,2000-01,nhl,Mark Messier ,C,FW,0,0
Chris Drury (C),Colorado Avalanche,71,24,41,65,0.92,47,6,https://www.eliteprospects.com/player/8804/chris-drury,2000-01,nhl,Chris Drury ,C,FW,0,0
Marc Savard (C),Calgary Flames,77,23,42,65,0.84,46,-12,https://www.eliteprospects.com/player/8574/marc-savard,2000-01,nhl,Marc Savard ,C,FW,0,0
Ron Francis (C),Carolina Hurricanes,82,15,50,65,0.79,32,-15,https://www.eliteprospects.com/player/21347/ron-francis,2000-01,nhl,Ron Francis ,C,FW,0,0
Tony Amonte (RW),Chicago Blackhawks,82,35,29,64,0.78,54,-22,https://www.eliteprospects.com/player/9065/tony-amonte,2000-01,nhl,Tony Amonte ,RW,FW,0,0
Jan Hlavac (LW/RW),New York Rangers,79,28,36,64,0.81,20,3,https://www.eliteprospects.com/player/8709/jan-hlavac,2000-01,nhl,Jan Hlavac ,LW/RW,FW,0,0
Michael Nylander (C),Chicago Blackhawks,82,25,39,64,0.78,32,7,https://www.eliteprospects.com/player/693/michael-nylander,2000-01,nhl,Michael Nylander ,C,FW,0,0
Shane Doan (RW),Phoenix Coyotes,76,26,37,63,0.83,89,0,https://www.eliteprospects.com/player/9137/shane-doan,2000-01,nhl,Shane Doan ,RW,FW,0,0
Scott Gomez (C),New Jersey Devils,76,14,49,63,0.83,46,-1,https://www.eliteprospects.com/player/9050/scott-gomez,2000-01,nhl,Scott Gomez ,C,FW,0,0
Mariusz Czerkawski (RW),New York Islanders,82,30,32,62,0.76,48,-24,https://www.eliteprospects.com/player/1467/mariusz-czerkawski,2000-01,nhl,Mariusz Czerkawski ,RW,FW,0,0
Miroslav Satan (RW),Buffalo Sabres,82,29,33,62,0.76,36,5,https://www.eliteprospects.com/player/666/miroslav-satan,2000-01,nhl,Miroslav Satan ,RW,FW,0,0
Brad Richards (C),Tampa Bay Lightning,82,21,41,62,0.76,14,-10,https://www.eliteprospects.com/player/4723/brad-richards,2000-01,nhl,Brad Richards ,C,FW,0,0
Cliff Ronning (C),Nashville Predators,80,19,43,62,0.78,28,4,https://www.eliteprospects.com/player/31529/cliff-ronning,2000-01,nhl,Cliff Ronning ,C,FW,0,0
Simon Gagné (LW),Philadelphia Flyers,69,27,32,59,0.86,18,24,https://www.eliteprospects.com/player/8828/simon-gagne,2000-01,nhl,Simon Gagné ,LW,FW,0,0
Bryan Smolinski (C),Los Angeles Kings,78,27,32,59,0.76,40,10,https://www.eliteprospects.com/player/8887/bryan-smolinski,2000-01,nhl,Bryan Smolinski ,C,FW,0,0
Radek Bonk (C),Ottawa Senators,74,23,36,59,0.80,52,27,https://www.eliteprospects.com/player/8671/radek-bonk,2000-01,nhl,Radek Bonk ,C,FW,0,0
Rob Blake (D),totals,67,19,40,59,0.88,77,3,https://www.eliteprospects.com/player/8580/rob-blake,2000-01,nhl,Rob Blake ,D,DEF,0,0
Andrew Brunette (LW),Atlanta Thrashers,77,15,44,59,0.77,26,-5,https://www.eliteprospects.com/player/9101/andrew-brunette,2000-01,nhl,Andrew Brunette ,LW,FW,0,0
Raymond Bourque (D),Colorado Avalanche,80,7,52,59,0.74,48,25,https://www.eliteprospects.com/player/19141/raymond-bourque,2000-01,nhl,Raymond Bourque ,D,DEF,0,0
Brian Rolston (LW),Boston Bruins,77,19,39,58,0.75,28,6,https://www.eliteprospects.com/player/8927/brian-rolston,2000-01,nhl,Brian Rolston ,LW,FW,0,0
Éric Dazé (LW),Chicago Blackhawks,79,33,24,57,0.72,16,1,https://www.eliteprospects.com/player/9131/eric-daze,2000-01,nhl,Éric Dazé ,LW,FW,0,0
Martin Lapointe (RW),Detroit Red Wings,82,27,30,57,0.70,127,3,https://www.eliteprospects.com/player/8989/martin-lapointe,2000-01,nhl,Martin Lapointe ,RW,FW,0,0
Sami Kapanen (LW),Carolina Hurricanes,82,20,37,57,0.70,24,-12,https://www.eliteprospects.com/player/2657/sami-kapanen,2000-01,nhl,Sami Kapanen ,LW,FW,0,0
Sergei Gonchar (D),Washington Capitals,76,19,38,57,0.75,70,12,https://www.eliteprospects.com/player/8678/sergei-gonchar,2000-01,nhl,Sergei Gonchar ,D,DEF,0,0
Fredrik Modin (LW),Tampa Bay Lightning,76,32,24,56,0.74,48,-1,https://www.eliteprospects.com/player/727/fredrik-modin,2000-01,nhl,Fredrik Modin ,LW,FW,0,0
Geoff Sanderson (LW),Columbus Blue Jackets,68,30,26,56,0.82,46,4,https://www.eliteprospects.com/player/8780/geoff-sanderson,2000-01,nhl,Geoff Sanderson ,LW,FW,0,0
Rod Brind'Amour (C),Carolina Hurricanes,79,20,36,56,0.71,47,-7,https://www.eliteprospects.com/player/8784/rod-brind-amour,2000-01,nhl,Rod Brind'Amour ,C,FW,0,0
Andrew Cassels (C),Vancouver Canucks,66,12,44,56,0.85,10,1,https://www.eliteprospects.com/player/42363/andrew-cassels,2000-01,nhl,Andrew Cassels ,C,FW,0,0
Valeri Bure (RW),Calgary Flames,78,27,28,55,0.71,26,-21,https://www.eliteprospects.com/player/9675/valeri-bure,2000-01,nhl,Valeri Bure ,RW,FW,0,0
Todd Bertuzzi (RW/LW),Vancouver Canucks,79,25,30,55,0.70,93,-18,https://www.eliteprospects.com/player/9081/todd-bertuzzi,2000-01,nhl,Todd Bertuzzi ,RW/LW,FW,0,0
Jason Arnott (C),New Jersey Devils,54,21,34,55,1.02,75,23,https://www.eliteprospects.com/player/9068/jason-arnott,2000-01,nhl,Jason Arnott ,C,FW,0,0
Jozef Stümpel (C),Los Angeles Kings,63,16,39,55,0.87,14,20,https://www.eliteprospects.com/player/8649/jozef-stumpel,2000-01,nhl,Jozef Stümpel ,C,FW,0,0
Steve Heinze (RW),totals,79,27,27,54,0.68,46,-13,https://www.eliteprospects.com/player/30295/steve-heinze,2000-01,nhl,Steve Heinze ,RW,FW,0,0
Scott Walker (RW),Nashville Predators,74,25,29,54,0.73,66,-2,https://www.eliteprospects.com/player/8801/scott-walker,2000-01,nhl,Scott Walker ,RW,FW,0,0
Brendan Morrison (C),Vancouver Canucks,82,16,38,54,0.66,42,2,https://www.eliteprospects.com/player/4321/brendan-morrison,2000-01,nhl,Brendan Morrison ,C,FW,0,0
Daymond Langkow (C),Philadelphia Flyers,71,13,41,54,0.76,50,12,https://www.eliteprospects.com/player/8986/daymond-langkow,2000-01,nhl,Daymond Langkow ,C,FW,0,0
Al MacInnis (D),St. Louis Blues,59,12,42,54,0.92,52,23,https://www.eliteprospects.com/player/21307/al-macinnis,2000-01,nhl,Al MacInnis ,D,DEF,0,0
Gary Roberts (LW),Toronto Maple Leafs,82,29,24,53,0.65,109,16,https://www.eliteprospects.com/player/8936/gary-roberts,2000-01,nhl,Gary Roberts ,LW,FW,0,0
Oleg Tverdovsky (D),Mighty Ducks of Anaheim,82,14,39,53,0.65,32,-11,https://www.eliteprospects.com/player/8656/oleg-tverdovsky,2000-01,nhl,Oleg Tverdovsky ,D,DEF,0,0
Espen Knutsen (C),Columbus Blue Jackets,66,11,42,53,0.80,30,-3,https://www.eliteprospects.com/player/721/espen-knutsen,2000-01,nhl,Espen Knutsen ,C,FW,0,0
Joe Nieuwendyk (C),Dallas Stars,69,29,23,52,0.75,30,5,https://www.eliteprospects.com/player/8950/joe-nieuwendyk,2000-01,nhl,Joe Nieuwendyk ,C,FW,0,0
Patrick Marleau (LW),San Jose Sharks,81,25,27,52,0.64,22,7,https://www.eliteprospects.com/player/3671/patrick-marleau,2000-01,nhl,Patrick Marleau ,LW,FW,0,0
Yanic Perreault (C),Toronto Maple Leafs,76,24,28,52,0.68,52,0,https://www.eliteprospects.com/player/8912/yanic-perreault,2000-01,nhl,Yanic Perreault ,C,FW,0,0
Cory Stillman (LW),totals,78,24,28,52,0.67,51,-8,https://www.eliteprospects.com/player/8894/cory-stillman,2000-01,nhl,Cory Stillman ,LW,FW,0,0
Sergei Brylin (W/C),New Jersey Devils,75,23,29,52,0.69,24,25,https://www.eliteprospects.com/player/8697/sergei-brylin,2000-01,nhl,Sergei Brylin ,W/C,FW,0,0
Martin Gélinas (LW),Carolina Hurricanes,79,23,29,52,0.66,59,-4,https://www.eliteprospects.com/player/8787/martin-gelinas,2000-01,nhl,Martin Gélinas ,LW,FW,0,0
Steve Yzerman (C),Detroit Red Wings,54,18,34,52,0.96,18,4,https://www.eliteprospects.com/player/18904/steve-yzerman,2000-01,nhl,Steve Yzerman ,C,FW,0,0
Brian Rafalski (D),New Jersey Devils,78,9,43,52,0.67,26,36,https://www.eliteprospects.com/player/1635/brian-rafalski,2000-01,nhl,Brian Rafalski ,D,DEF,0,0
Vincent Lecavalier (C),Tampa Bay Lightning,68,23,28,51,0.75,66,-26,https://www.eliteprospects.com/player/3667/vincent-lecavalier,2000-01,nhl,Vincent Lecavalier ,C,FW,0,0
Jean-Pierre Dumont (RW),Buffalo Sabres,79,23,28,51,0.65,54,1,https://www.eliteprospects.com/player/8783/jean-pierre-dumont,2000-01,nhl,Jean-Pierre Dumont ,RW,FW,0,0
Mathieu Schneider (D),Los Angeles Kings,73,16,35,51,0.70,56,0,https://www.eliteprospects.com/player/8875/mathieu-schneider,2000-01,nhl,Mathieu Schneider ,D,DEF,0,0
Sergei Zubov (D),Dallas Stars,79,10,41,51,0.65,24,22,https://www.eliteprospects.com/player/8508/sergei-zubov,2000-01,nhl,Sergei Zubov ,D,DEF,0,0
Sergei Berezin (LW),Toronto Maple Leafs,79,22,28,50,0.63,8,2,https://www.eliteprospects.com/player/31446/sergei-berezin,2000-01,nhl,Sergei Berezin ,LW,FW,0,0
Bobby Holík (C),New Jersey Devils,80,15,35,50,0.63,97,19,https://www.eliteprospects.com/player/8545/bobby-holik,2000-01,nhl,Bobby Holík ,C,FW,0,0
Owen Nolan (RW),San Jose Sharks,57,24,25,49,0.86,75,0,https://www.eliteprospects.com/player/9674/owen-nolan,2000-01,nhl,Owen Nolan ,RW,FW,0,0
Jonas Höglund (RW),Toronto Maple Leafs,82,23,26,49,0.60,14,1,https://www.eliteprospects.com/player/468/jonas-hoglund,2000-01,nhl,Jonas Höglund ,RW,FW,0,0
Dan McGillis (D),Philadelphia Flyers,82,14,35,49,0.60,86,13,https://www.eliteprospects.com/player/9670/dan-mcgillis,2000-01,nhl,Dan McGillis ,D,DEF,0,0
Alexei Zhamnov (C),Chicago Blackhawks,63,13,36,49,0.78,40,-12,https://www.eliteprospects.com/player/8572/alexei-zhamnov,2000-01,nhl,Alexei Zhamnov ,C,FW,0,0
Niklas Sundström (C),San Jose Sharks,82,10,39,49,0.60,28,10,https://www.eliteprospects.com/player/740/niklas-sundstrom,2000-01,nhl,Niklas Sundström ,C,FW,0,0
Ulf Dahlén (RW),Washington Capitals,73,15,33,48,0.66,6,11,https://www.eliteprospects.com/player/692/ulf-dahlen,2000-01,nhl,Ulf Dahlén ,RW,FW,0,0
Éric Desjardins (D),Philadelphia Flyers,79,15,33,48,0.61,50,-3,https://www.eliteprospects.com/player/9133/eric-desjardins,2000-01,nhl,Éric Desjardins ,D,DEF,0,0
Jeff Friesen (LW),totals,79,14,34,48,0.61,66,5,https://www.eliteprospects.com/player/9159/jeff-friesen,2000-01,nhl,Jeff Friesen ,LW,FW,0,0
Steve Konowalchuk (LW),Washington Capitals,82,24,23,47,0.57,87,8,https://www.eliteprospects.com/player/9020/steve-konowalchuk,2000-01,nhl,Steve Konowalchuk ,LW,FW,0,0
Saku Koivu (C),Montréal Canadiens,54,17,30,47,0.87,40,2,https://www.eliteprospects.com/player/2669/saku-koivu,2000-01,nhl,Saku Koivu ,C,FW,0,0
Oleg Petrov (LW),Montréal Canadiens,81,17,30,47,0.58,24,-11,https://www.eliteprospects.com/player/10844/oleg-petrov,2000-01,nhl,Oleg Petrov ,LW,FW,0,0
Ed Jovanovski (D),Vancouver Canucks,79,12,35,47,0.59,102,-1,https://www.eliteprospects.com/player/9035/ed-jovanovski,2000-01,nhl,Ed Jovanovski ,D,DEF,0,0
Wade Redden (D),Ottawa Senators,78,10,37,47,0.60,49,22,https://www.eliteprospects.com/player/8931/wade-redden,2000-01,nhl,Wade Redden ,D,DEF,0,0
Darryl Sydor (D),Dallas Stars,81,10,37,47,0.58,34,5,https://www.eliteprospects.com/player/8899/darryl-sydor,2000-01,nhl,Darryl Sydor ,D,DEF,0,0
Chris Pronger (D),St. Louis Blues,51,8,39,47,0.92,75,21,https://www.eliteprospects.com/player/8538/chris-pronger,2000-01,nhl,Chris Pronger ,D,DEF,0,0
Roman Hamrlík (D),New York Islanders,76,16,30,46,0.61,92,-20,https://www.eliteprospects.com/player/8607/roman-hamrlik,2000-01,nhl,Roman Hamrlík ,D,DEF,0,0
Janne Niinimaa (D),Edmonton Oilers,82,12,34,46,0.56,90,6,https://www.eliteprospects.com/player/2658/janne-niinimaa,2000-01,nhl,Janne Niinimaa ,D,DEF,0,0
Vincent Damphousse (C),San Jose Sharks,45,9,37,46,1.02,62,17,https://www.eliteprospects.com/player/21515/vincent-damphousse,2000-01,nhl,Vincent Damphousse ,C,FW,0,0
Brian Savage (LW),Montréal Canadiens,62,21,24,45,0.73,26,-13,https://www.eliteprospects.com/player/8872/brian-savage,2000-01,nhl,Brian Savage ,LW,FW,0,0
Dave Scatchard (C),New York Islanders,81,21,24,45,0.56,114,-9,https://www.eliteprospects.com/player/8873/dave-scatchard,2000-01,nhl,Dave Scatchard ,C,FW,0,0
Pavol Demitra (C),St. Louis Blues,44,20,25,45,1.02,16,27,https://www.eliteprospects.com/player/8596/pavol-demitra,2000-01,nhl,Pavol Demitra ,C,FW,0,0
Jere Lehtinen (LW),Dallas Stars,74,20,25,45,0.61,24,14,https://www.eliteprospects.com/player/2687/jere-lehtinen,2000-01,nhl,Jere Lehtinen ,LW,FW,0,0
Patric Kjellberg (LW),Nashville Predators,81,14,31,45,0.56,12,-2,https://www.eliteprospects.com/player/720/patric-kjellberg,2000-01,nhl,Patric Kjellberg ,LW,FW,0,0
Tomas Kaberle (D),Toronto Maple Leafs,82,6,39,45,0.55,24,10,https://www.eliteprospects.com/player/8542/tomas-kaberle,2000-01,nhl,Tomas Kaberle ,D,DEF,0,0
Mike Ricci (C),San Jose Sharks,81,22,22,44,0.54,60,3,https://www.eliteprospects.com/player/8909/mike-ricci,2000-01,nhl,Mike Ricci ,C,FW,0,0
Shane Willis (RW),Carolina Hurricanes,73,20,24,44,0.60,45,-6,https://www.eliteprospects.com/player/7307/shane-willis,2000-01,nhl,Shane Willis ,RW,FW,0,0
Brenden Morrow (LW),Dallas Stars,82,20,24,44,0.54,128,18,https://www.eliteprospects.com/player/8960/brenden-morrow,2000-01,nhl,Brenden Morrow ,LW,FW,0,0
Jochen Hecht (C/LW),St. Louis Blues,72,19,25,44,0.61,48,11,https://www.eliteprospects.com/player/8674/jochen-hecht,2000-01,nhl,Jochen Hecht ,C/LW,FW,0,0
Richard Zednik (LW),totals,74,19,25,44,0.59,71,-4,https://www.eliteprospects.com/player/8631/richard-zednik,2000-01,nhl,Richard Zednik ,LW,FW,0,0
Sandis Ozolins (D),Carolina Hurricanes,72,12,32,44,0.61,71,-25,https://www.eliteprospects.com/player/8690/sandis-ozolins,2000-01,nhl,Sandis Ozolins ,D,DEF,0,0
Scott Pellerin (LW),totals,77,11,33,44,0.57,51,2,https://www.eliteprospects.com/player/39224/scott-pellerin,2000-01,nhl,Scott Pellerin ,LW,FW,0,0
Randy McKay (RW),New Jersey Devils,77,23,20,43,0.56,50,3,https://www.eliteprospects.com/player/31999/randy-mckay,2000-01,nhl,Randy McKay ,RW,FW,0,0
Stu Barnes (C),Buffalo Sabres,75,19,24,43,0.57,26,-2,https://www.eliteprospects.com/player/9074/stu-barnes,2000-01,nhl,Stu Barnes ,C,FW,0,0
Jan Hrdina (C),Pittsburgh Penguins,78,15,28,43,0.55,48,19,https://www.eliteprospects.com/player/8623/jan-hrdina,2000-01,nhl,Jan Hrdina ,C,FW,0,0
Mike Johnson (RW),totals,76,13,30,43,0.57,42,-10,https://www.eliteprospects.com/player/5687/mike-johnson,2000-01,nhl,Mike Johnson ,RW,FW,0,0
Jeff Halpern (C),Washington Capitals,80,21,21,42,0.53,60,13,https://www.eliteprospects.com/player/8776/jeff-halpern,2000-01,nhl,Jeff Halpern ,C,FW,0,0
Marty McInnis (C),Mighty Ducks of Anaheim,75,20,22,42,0.56,40,-21,https://www.eliteprospects.com/player/31743/marty-mcinnis,2000-01,nhl,Marty McInnis ,C,FW,0,0
Martin Havlát (RW/LW),Ottawa Senators,73,19,23,42,0.58,20,8,https://www.eliteprospects.com/player/8624/martin-havlat,2000-01,nhl,Martin Havlát ,RW/LW,FW,0,0
Anson Carter (RW),Edmonton Oilers,61,16,26,42,0.69,23,1,https://www.eliteprospects.com/player/9111/anson-carter,2000-01,nhl,Anson Carter ,RW,FW,0,0
Mike Sillinger (C),totals,68,16,25,41,0.60,48,-11,https://www.eliteprospects.com/player/8881/mike-sillinger,2000-01,nhl,Mike Sillinger ,C,FW,0,0
David Legwand (C),Nashville Predators,81,13,28,41,0.51,38,1,https://www.eliteprospects.com/player/3668/david-legwand,2000-01,nhl,David Legwand ,C,FW,0,0
Dallas Drake (LW),St. Louis Blues,82,12,29,41,0.50,71,18,https://www.eliteprospects.com/player/9141/dallas-drake,2000-01,nhl,Dallas Drake ,LW,FW,0,0
Tim Connolly (C),New York Islanders,82,10,31,41,0.50,42,-14,https://www.eliteprospects.com/player/8775/tim-connolly,2000-01,nhl,Tim Connolly ,C,FW,0,0
Chris Gratton (C),Buffalo Sabres,82,19,21,40,0.49,102,0,https://www.eliteprospects.com/player/9167/chris-gratton,2000-01,nhl,Chris Gratton ,C,FW,0,0
Martin St-Louis (RW),Tampa Bay Lightning,78,18,22,40,0.51,12,-4,https://www.eliteprospects.com/player/8772/martin-st-louis,2000-01,nhl,Martin St-Louis ,RW,FW,0,0
Tomas Holmström (RW),Detroit Red Wings,73,16,24,40,0.55,40,-12,https://www.eliteprospects.com/player/712/tomas-holmstrom,2000-01,nhl,Tomas Holmström ,RW,FW,0,0
Matt Cullen (C),Mighty Ducks of Anaheim,82,10,30,40,0.49,38,-23,https://www.eliteprospects.com/player/8754/matt-cullen,2000-01,nhl,Matt Cullen ,C,FW,0,0
Igor Larionov (C),totals,65,9,31,40,0.62,38,-5,https://www.eliteprospects.com/player/7142/igor-larionov,2000-01,nhl,Igor Larionov ,C,FW,0,0
